image_id,sat_image_path,mask_path
74520,image/432.tif,label/432.tif
74980,image/270.tif,label/270.tif
75440,image/351.tif,label/351.tif
75900,image/63.tif,label/63.tif
76360,image/27.tif,label/27.tif
76820,image/72.tif,label/72.tif
77280,image/36.tif,label/36.tif
77740,image/90.tif,label/90.tif
78200,image/18.tif,label/18.tif
78660,image/54.tif,label/54.tif
79120,image/122.tif,label/122.tif
79580,image/203.tif,label/203.tif
80040,image/320.tif,label/320.tif
80500,image/140.tif,label/140.tif
80960,image/302.tif,label/302.tif
81420,image/500.tif,label/500.tif
81880,image/104.tif,label/104.tif
82340,image/131.tif,label/131.tif
82800,image/212.tif,label/212.tif
83260,image/410.tif,label/410.tif
83720,image/311.tif,label/311.tif
84180,image/230.tif,label/230.tif
84640,image/23.tif,label/23.tif
85100,image/588.tif,label/588.tif
85560,image/32.tif,label/32.tif
86020,image/579.tif,label/579.tif
86480,image/498.tif,label/498.tif
86940,image/14.tif,label/14.tif
87400,image/399.tif,label/399.tif
87860,image/50.tif,label/50.tif
88320,image/283.tif,label/283.tif
88780,image/607.tif,label/607.tif
89240,image/526.tif,label/526.tif
89700,image/364.tif,label/364.tif
90160,image/247.tif,label/247.tif
90620,image/166.tif,label/166.tif
91080,image/328.tif,label/328.tif
91540,image/562.tif,label/562.tif
92000,image/148.tif,label/148.tif
92460,image/463.tif,label/463.tif
92920,image/544.tif,label/544.tif
93380,image/382.tif,label/382.tif
93840,image/427.tif,label/427.tif
94300,image/184.tif,label/184.tif
94760,image/508.tif,label/508.tif
95220,image/346.tif,label/346.tif
95680,image/580.tif,label/580.tif
96140,image/139.tif,label/139.tif
96600,image/454.tif,label/454.tif
97060,image/292.tif,label/292.tif
97520,image/535.tif,label/535.tif
97980,image/418.tif,label/418.tif
98440,image/256.tif,label/256.tif
98900,image/175.tif,label/175.tif
99360,image/490.tif,label/490.tif
99820,image/571.tif,label/571.tif
100280,image/238.tif,label/238.tif
100740,image/319.tif,label/319.tif
101200,image/472.tif,label/472.tif
101660,image/391.tif,label/391.tif
102120,image/436.tif,label/436.tif
102580,image/274.tif,label/274.tif
103040,image/355.tif,label/355.tif
103500,image/67.tif,label/67.tif
103960,image/76.tif,label/76.tif
104420,image/94.tif,label/94.tif
104880,image/58.tif,label/58.tif
105340,image/79.tif,label/79.tif
105800,image/88.tif,label/88.tif
106260,image/484.tif,label/484.tif
106720,image/367.tif,label/367.tif
107180,image/286.tif,label/286.tif
107640,image/448.tif,label/448.tif
108100,image/187.tif,label/187.tif
108560,image/268.tif,label/268.tif
109020,image/583.tif,label/583.tif
109480,image/547.tif,label/547.tif
109940,image/466.tif,label/466.tif
110400,image/178.tif,label/178.tif
110860,image/259.tif,label/259.tif
111320,image/574.tif,label/574.tif
111780,image/538.tif,label/538.tif
112240,image/376.tif,label/376.tif
112700,image/295.tif,label/295.tif
113160,image/196.tif,label/196.tif
113620,image/358.tif,label/358.tif
114080,image/439.tif,label/439.tif
114540,image/592.tif,label/592.tif
115000,image/556.tif,label/556.tif
115460,image/394.tif,label/394.tif
115920,image/475.tif,label/475.tif
116380,image/242.tif,label/242.tif
116840,image/404.tif,label/404.tif
117300,image/323.tif,label/323.tif
117760,image/602.tif,label/602.tif
118220,image/440.tif,label/440.tif
118680,image/206.tif,label/206.tif
119140,image/260.tif,label/260.tif
119600,image/422.tif,label/422.tif
120060,image/503.tif,label/503.tif
120520,image/107.tif,label/107.tif
120980,image/143.tif,label/143.tif
121440,image/224.tif,label/224.tif
121900,image/251.tif,label/251.tif
122360,image/332.tif,label/332.tif
122820,image/170.tif,label/170.tif
123280,image/611.tif,label/611.tif
123740,image/8.tif,label/8.tif
124200,image/530.tif,label/530.tif
124660,image/134.tif,label/134.tif
125120,image/215.tif,label/215.tif
125580,image/431.tif,label/431.tif
126040,image/350.tif,label/350.tif
126500,image/512.tif,label/512.tif
126960,image/116.tif,label/116.tif
127420,image/314.tif,label/314.tif
127880,image/152.tif,label/152.tif
128340,image/26.tif,label/26.tif
128800,image/62.tif,label/62.tif
129260,image/44.tif,label/44.tif
129720,image/80.tif,label/80.tif
130180,image/35.tif,label/35.tif
130640,image/71.tif,label/71.tif
131100,image/400.tif,label/400.tif
131560,image/202.tif,label/202.tif
132020,image/103.tif,label/103.tif
132480,image/220.tif,label/220.tif
132940,image/4.tif,label/4.tif
133400,image/130.tif,label/130.tif
133860,image/211.tif,label/211.tif
134320,image/112.tif,label/112.tif
134780,image/310.tif,label/310.tif
135240,image/22.tif,label/22.tif
135700,image/488.tif,label/488.tif
136160,image/40.tif,label/40.tif
136620,image/587.tif,label/587.tif
137080,image/31.tif,label/31.tif
137540,image/578.tif,label/578.tif
138000,image/299.tif,label/299.tif
138460,image/596.tif,label/596.tif
138920,image/398.tif,label/398.tif
139380,image/479.tif,label/479.tif
139840,image/246.tif,label/246.tif
140300,image/408.tif,label/408.tif
140760,image/327.tif,label/327.tif
141220,image/480.tif,label/480.tif
141680,image/606.tif,label/606.tif
142140,image/282.tif,label/282.tif
142600,image/444.tif,label/444.tif
143060,image/363.tif,label/363.tif
143520,image/264.tif,label/264.tif
143980,image/426.tif,label/426.tif
144440,image/183.tif,label/183.tif
144900,image/507.tif,label/507.tif
145360,image/462.tif,label/462.tif
145820,image/543.tif,label/543.tif
146280,image/228.tif,label/228.tif
146740,image/147.tif,label/147.tif
147200,image/255.tif,label/255.tif
147660,image/336.tif,label/336.tif
148120,image/174.tif,label/174.tif
148580,image/570.tif,label/570.tif
149040,image/291.tif,label/291.tif
149500,image/372.tif,label/372.tif
149960,image/534.tif,label/534.tif
150420,image/219.tif,label/219.tif
150880,image/138.tif,label/138.tif
151340,image/435.tif,label/435.tif
151800,image/354.tif,label/354.tif
152260,image/516.tif,label/516.tif
152720,image/192.tif,label/192.tif
153180,image/471.tif,label/471.tif
153640,image/390.tif,label/390.tif
154100,image/552.tif,label/552.tif
154560,image/318.tif,label/318.tif
155020,image/156.tif,label/156.tif
155480,image/66.tif,label/66.tif
155940,image/48.tif,label/48.tif
156400,image/84.tif,label/84.tif
156860,image/39.tif,label/39.tif
157320,image/75.tif,label/75.tif
157780,image/99.tif,label/99.tif
158240,image/200.tif,label/200.tif
158700,image/2.tif,label/2.tif
159160,image/110.tif,label/110.tif
159620,image/20.tif,label/20.tif
160080,image/567.tif,label/567.tif
160540,image/486.tif,label/486.tif
161000,image/288.tif,label/288.tif
161460,image/387.tif,label/387.tif
161920,image/468.tif,label/468.tif
162380,image/576.tif,label/576.tif
162840,image/495.tif,label/495.tif
163300,image/378.tif,label/378.tif
163760,image/459.tif,label/459.tif
164220,image/594.tif,label/594.tif
164680,image/198.tif,label/198.tif
165140,image/279.tif,label/279.tif
165600,image/558.tif,label/558.tif
166060,image/396.tif,label/396.tif
166520,image/11.tif,label/11.tif
166980,image/244.tif,label/244.tif
167440,image/406.tif,label/406.tif
167900,image/163.tif,label/163.tif
168360,image/208.tif,label/208.tif
168820,image/127.tif,label/127.tif
169280,image/280.tif,label/280.tif
169740,image/604.tif,label/604.tif
170200,image/442.tif,label/442.tif
170660,image/523.tif,label/523.tif
171120,image/262.tif,label/262.tif
171580,image/424.tif,label/424.tif
172040,image/343.tif,label/343.tif
172500,image/226.tif,label/226.tif
172960,image/307.tif,label/307.tif
173420,image/460.tif,label/460.tif
173880,image/415.tif,label/415.tif
174340,image/334.tif,label/334.tif
174800,image/172.tif,label/172.tif
175260,image/136.tif,label/136.tif
175720,image/451.tif,label/451.tif
176180,image/370.tif,label/370.tif
176640,image/532.tif,label/532.tif
177100,image/118.tif,label/118.tif
177560,image/271.tif,label/271.tif
178020,image/352.tif,label/352.tif
178480,image/190.tif,label/190.tif
178940,image/514.tif,label/514.tif
179400,image/235.tif,label/235.tif
179860,image/316.tif,label/316.tif
180320,image/154.tif,label/154.tif
180780,image/550.tif,label/550.tif
181240,image/28.tif,label/28.tif
181700,image/64.tif,label/64.tif
182160,image/46.tif,label/46.tif
182620,image/82.tif,label/82.tif
183080,image/55.tif,label/55.tif
183540,image/91.tif,label/91.tif
184000,image/19.tif,label/19.tif
184460,image/402.tif,label/402.tif
184920,image/240.tif,label/240.tif
185380,image/123.tif,label/123.tif
185840,image/204.tif,label/204.tif
186300,image/600.tif,label/600.tif
186760,image/420.tif,label/420.tif
187220,image/303.tif,label/303.tif
187680,image/222.tif,label/222.tif
188140,image/330.tif,label/330.tif
188600,image/411.tif,label/411.tif
189060,image/132.tif,label/132.tif
189520,image/6.tif,label/6.tif
189980,image/114.tif,label/114.tif
190440,image/510.tif,label/510.tif
190900,image/312.tif,label/312.tif
191360,image/150.tif,label/150.tif
191820,image/231.tif,label/231.tif
192280,image/24.tif,label/24.tif
192740,image/60.tif,label/60.tif
193200,image/42.tif,label/42.tif
193660,image/499.tif,label/499.tif
194120,image/598.tif,label/598.tif
194580,image/51.tif,label/51.tif
195040,image/15.tif,label/15.tif
195500,image/563.tif,label/563.tif
195960,image/482.tif,label/482.tif
196420,image/248.tif,label/248.tif
196880,image/167.tif,label/167.tif
197340,image/284.tif,label/284.tif
197800,image/608.tif,label/608.tif
198260,image/446.tif,label/446.tif
198720,image/527.tif,label/527.tif
199180,image/266.tif,label/266.tif
199640,image/428.tif,label/428.tif
200100,image/347.tif,label/347.tif
200560,image/464.tif,label/464.tif
201020,image/383.tif,label/383.tif
201480,image/572.tif,label/572.tif
201940,image/491.tif,label/491.tif
202400,image/419.tif,label/419.tif
202860,image/338.tif,label/338.tif
203320,image/176.tif,label/176.tif
203780,image/455.tif,label/455.tif
204240,image/374.tif,label/374.tif
204700,image/536.tif,label/536.tif
205160,image/590.tif,label/590.tif
205620,image/275.tif,label/275.tif
206080,image/356.tif,label/356.tif
206540,image/194.tif,label/194.tif
207000,image/518.tif,label/518.tif
207460,image/239.tif,label/239.tif
207920,image/158.tif,label/158.tif
208380,image/392.tif,label/392.tif
208840,image/554.tif,label/554.tif
209300,image/68.tif,label/68.tif
209760,image/86.tif,label/86.tif
210220,image/59.tif,label/59.tif
210680,image/95.tif,label/95.tif
